rodata;clube;cartao;atleta;num_camisa;posicao;minuto
36;Fortaleza;Amarelo;Yago Pikachu;22;Meio-campo;56
36;Fortaleza;Amarelo;José Welison;17;Meio-campo;43
36;Bragantino;Vermelho;Alerrandro Barra Mansa Realino de Souza;9;Atacante;78
37;Corinthians;Amarelo;Gabriel Moscardo;44;Meio-campo;79
37;Internacional;Amarelo;Gustavo Campanharo;17;Meio-campo;102
37;Corinthians;Amarelo;Carlos Gilberto do Nascimento Silva;4;Zagueiro;50
37;Internacional;Amarelo;Igor Gomes;21;Zagueiro;18
37;Corinthians;Vermelho;Lucas Veríssimo;3;Zagueiro;94
37;Atletico-MG;Amarelo;Paulinho;10;Meio-campo;95
37;Atletico-MG;Amarelo;Hulk;7;Atacante;78
37;Sao Paulo;Amarelo;Michel Araújo;15;Meio-campo;46
37;Atletico-MG;Amarelo;Matheus Mendes;31;Goleiro;89
37;Atletico-MG;Amarelo;Guilherme Arana;13;Zagueiro;65
37;Flamengo;Amarelo;Léo Pereira;4;Zagueiro;83
37;Flamengo;Amarelo;Luiz Araújo;31;Meio-campo;97
37;Cuiaba;Amarelo;Alan Empereur;33;Zagueiro;69
37;Palmeiras;Amarelo;Gustavo Gómez;15;Zagueiro;18
37;Fluminense;Amarelo;Lima;45;Atacante;32
37;Fluminense;Vermelho;Lucas da Sliva Justen;46;Zagueiro;55
37;Fluminense;Amarelo;Leanderson da Silva Genésio;18;Atacante;75
37;Botafogo-RJ;Amarelo;Adryelson;34;Zagueiro;47
37;Botafogo-RJ;Amarelo;Danilo Barbosa da Silva;5;Zagueiro;32
37;Cruzeiro;Amarelo;Neris;27;Zagueiro;45
37;Botafogo-RJ;Amarelo;Gabriel Appelt Pires;14;Meio-campo;45
37;Cruzeiro;Amarelo;Luciano Castán;4;Zagueiro;95
37;Cruzeiro;Amarelo;Helibelton Palacios;24;Zagueiro;21
37;Botafogo-RJ;Amarelo;Diego Costa;19;Atacante;89
37;America-MG;Amarelo;Jory;12;Goleiro;76
37;America-MG;Amarelo;Marlon;6;Zagueiro;51
37;America-MG;Vermelho;Mateus Henrique;36;Zagueiro;62
37;Fortaleza;Amarelo;Thiago Galhardo;91;Atacante;54
37;Goias;Amarelo;Matheus Babi;9;Atacante;95
37;Goias;Amarelo;Diego;20;Zagueiro;48
37;Fortaleza;Amarelo;Cristian Chagas Tarouco;4;Zagueiro;37
37;Goias;Amarelo;Alesson;27;Atacante;94
37;Goias;Amarelo;Guilherme;60;Meio-campo;24
37;Bragantino;Amarelo;Matheus Gonçalves;25;Atacante;79
37;Bragantino;Amarelo;Matheus Fernandes;35;Meio-campo;35
37;Coritiba;Amarelo;Kaio César Andrade Lima;37;Meio-campo;58
37;Bragantino;Amarelo;Juninho Capixaba;29;Zagueiro;58
37;Bragantino;Amarelo;Hélio Junio Nunes de Castro;11;Atacante;33
37;Athletico-PR;Amarelo;Alex Paulo Menezes Santana;80;Meio-campo;82
37;Athletico-PR;Amarelo;Thiago Heleno;44;Zagueiro;60
37;Santos;Amarelo;Alfredo Morelos;22;Atacante;100
37;Santos;Amarelo;Joaquim Henrique;28;Zagueiro;44
37;Athletico-PR;Amarelo;Carlos de Menezes Júnior;25;Zagueiro;88
37;Athletico-PR;Amarelo;Erick Luis Conrado Carvalho;26;Meio-campo;65
37;Athletico-PR;Amarelo;Fernandinho;5;Meio-campo;56
37;Santos;Amarelo;Rodrigo Fernández;14;Meio-campo;83
37;Santos;Amarelo;Tomás Rincón;25;Meio-campo;42
37;Gremio;Amarelo;Gustavo Martins;53;Zagueiro;48
37;Vasco;Amarelo;Marlon Gomes;25;Meio-campo;75
37;Gremio;Amarelo;Nathan;14;Meio-campo;92
37;Gremio;Amarelo;Bruno Alves;34;Zagueiro;45
38;Goias;Amarelo;Willian;12;Meio-campo;74
38;America-MG;Amarelo;Breno;28;Meio-campo;87
38;Goias;Amarelo;Eduardo Simioni;36;Atacante;69
38;America-MG;Amarelo;Adyson;44;Meio-campo;57
38;Internacional;Amarelo;Pedro Henrique Konzen;28;Atacante;54
38;Botafogo-RJ;Amarelo;Danilo Barbosa da Silva;5;Meio-campo;45
38;Botafogo-RJ;Amarelo;Matheus Nascimento;90;Atacante;92
38;Coritiba;Amarelo;Lucas Ronier;98;Atacante;77
38;Fluminense;Amarelo;John Kennedy;9;Atacante;72
38;Fluminense;Amarelo;André;7;Meio-campo;36
38;Gremio;Amarelo;Reinaldo Manoel da Silva;6;Zagueiro;36
38;Fluminense;Amarelo;Nino;33;Zagueiro;45
38;Gremio;Amarelo;Walter Kannemann;4;Zagueiro;45
38;Gremio;Amarelo;Rodrigo Ely;5;Zagueiro;32
38;Cruzeiro;Amarelo;Lucas Silva Borges;16;Meio-campo;72
38;Palmeiras;Amarelo;Richard Ríos;27;Meio-campo;64
38;Bahia;Amarelo;Ademir;7;Atacante;94
38;Atletico-MG;Amarelo;Paulinho;10;Atacante;85
38;Bahia;Amarelo;Vitor Hugo Franchescoli de Souza;31;Zagueiro;61
38;Atletico-MG;Amarelo;Rubens;44;Meio-campo;58
38;Cuiaba;Amarelo;Jonathan Cafú;7;Atacante;70
38;Cuiaba;Amarelo;Fernando Sobral;88;Meio-campo;52
38;Athletico-PR;Amarelo;Tomás Cuello;28;Meio-campo;91
38;Cuiaba;Vermelho;Clayson;29;Meio-campo;98
38;Cuiaba;Amarelo;Clayson;29;Meio-campo;69
38;Athletico-PR;Amarelo;Lucas Belezi Barbosa;45;Zagueiro;95
38;Athletico-PR;Amarelo;Madson;22;Meio-campo;45
38;Santos;Amarelo;Gabriel Inocêncio;12;Meio-campo;52
38;Fortaleza;Amarelo;Yago Pikachu;22;Meio-campo;40
38;Fortaleza;Amarelo;Tomás Pochettino;7;Meio-campo;26
38;Santos;Amarelo;José Rodolfo Pires Ribeiro;16;Zagueiro;3
38;Fortaleza;Amarelo;José Welison;17;Meio-campo;35
38;Flamengo;Amarelo;Victor Hugo;29;Meio-campo;65
38;Flamengo;Amarelo;Allan;21;Meio-campo;79
38;Flamengo;Amarelo;Pablo Castro;30;Zagueiro;15
38;Vasco;Amarelo;Gabriel Pec;11;Atacante;95
38;Vasco;Amarelo;Paulinho;18;Meio-campo;51
38;Vasco;Amarelo;Gary Medel;17;Zagueiro;84
38;Bragantino;Amarelo;Eduardo Sasha;19;Atacante;17
38;Bragantino;Vermelho;Léo Realpe;2;Zagueiro;75
